Start,Slut,NO2 (115),NOX as NO2 (114),PM10 (116),PM2.5 (111)
05-06-2016 15:00,05-06-2016 16:00,32.7,66.1,20.5,2.8
05-06-2016 16:00,05-06-2016 17:00,27.1,53.6,18.5,2.5
05-06-2016 17:00,05-06-2016 18:00,32.4,74.2,53.9,2.9
05-06-2016 18:00,05-06-2016 19:00,29.2,69.1,14.1,2.8
05-06-2016 19:00,05-06-2016 20:00,21,41.6,13.1,2.9
05-06-2016 20:00,05-06-2016 21:00,22.9,49.1,11.9,2.5
05-06-2016 21:00,05-06-2016 22:00,18.8,29.7,10.7,2.6
05-06-2016 22:00,05-06-2016 23:00,33,68.6,10.5,2.2
05-06-2016 23:00,06-06-2016 00:00,18.1,33.7,11.6,2.2
06-06-2016 00:00,06-06-2016 01:00,20.8,34.1,14.1,2.1
06-06-2016 01:00,06-06-2016 02:00,25.9,62.8,15.3,2.1
06-06-2016 02:00,06-06-2016 03:00,9,15.6,10,1.8
06-06-2016 03:00,06-06-2016 04:00,18.3,32.6,10.9,1.8
06-06-2016 04:00,06-06-2016 05:00,10.2,13.6,8.2,1.5
06-06-2016 05:00,06-06-2016 06:00,14.9,22,8.1,1.5
06-06-2016 06:00,06-06-2016 07:00,,,11,1.8
06-06-2016 07:00,06-06-2016 08:00,27,45.3,5,1.7
06-06-2016 08:00,06-06-2016 09:00,28.7,45.2,8.7,1.8
06-06-2016 09:00,06-06-2016 10:00,33.7,76.3,23.3,2.1
06-06-2016 10:00,06-06-2016 11:00,50,112,14.2,2.1
06-06-2016 11:00,06-06-2016 12:00,46.4,80.8,15.1,2.3
06-06-2016 12:00,06-06-2016 13:00,41.4,83.8,13.4,2.7
06-06-2016 13:00,06-06-2016 14:00,42.9,70.5,18.6,2.7
06-06-2016 14:00,06-06-2016 15:00,41.7,67.2,17.6,2.7
06-06-2016 15:00,06-06-2016 16:00,29.1,41.8,26.3,2.8
06-06-2016 16:00,06-06-2016 17:00,32.7,50,26.4,10.4
06-06-2016 17:00,06-06-2016 18:00,22.5,27.1,23.3,2.9
06-06-2016 18:00,06-06-2016 19:00,38.3,58.7,16.6,2.8
06-06-2016 19:00,06-06-2016 20:00,28.5,35.3,19.3,2.6
06-06-2016 20:00,06-06-2016 21:00,28.5,35.5,14.3,2.6
06-06-2016 21:00,06-06-2016 22:00,21.3,27.9,12.7,2.1
06-06-2016 22:00,06-06-2016 23:00,20.2,24.4,10.1,2.2
06-06-2016 23:00,07-06-2016 00:00,18.2,20.2,8.5,2
07-06-2016 00:00,07-06-2016 01:00,22.3,29.7,9.1,2.1
07-06-2016 01:00,07-06-2016 02:00,25.1,30.3,9,2.2
07-06-2016 02:00,07-06-2016 03:00,19.1,23.6,15.5,2.3
07-06-2016 03:00,07-06-2016 04:00,23.1,28.3,12.1,2.5
07-06-2016 04:00,07-06-2016 05:00,22.6,34,12.2,2.6
07-06-2016 05:00,07-06-2016 06:00,41.8,74.5,18.8,3.5
07-06-2016 06:00,07-06-2016 07:00,74,183.1,44.2,5
07-06-2016 07:00,07-06-2016 08:00,93.3,296.9,54.2,6.1
07-06-2016 08:00,07-06-2016 09:00,79.9,198.9,62.1,6.5
07-06-2016 09:00,07-06-2016 10:00,83.9,183.7,60.6,7
07-06-2016 10:00,07-06-2016 11:00,84.5,203.8,54,6.9
07-06-2016 11:00,07-06-2016 12:00,72.4,171.5,37.2,5.5
07-06-2016 12:00,07-06-2016 13:00,69,146.2,38.9,5.3
07-06-2016 13:00,07-06-2016 14:00,67.8,195.4,32.6,4.4
07-06-2016 14:00,07-06-2016 15:00,67.1,151.5,31,3.8
07-06-2016 15:00,07-06-2016 16:00,98.6,225.1,34.8,3.8
07-06-2016 16:00,07-06-2016 17:00,94.7,195,49.5,4.2
07-06-2016 17:00,07-06-2016 18:00,74.6,139.3,42.9,3.8
07-06-2016 18:00,07-06-2016 19:00,61.7,108.8,30.3,3.3
07-06-2016 19:00,07-06-2016 20:00,59.3,122.8,35.4,3.9
07-06-2016 20:00,07-06-2016 21:00,30.8,40.4,26.9,5.2
07-06-2016 21:00,07-06-2016 22:00,46.8,71.6,22.1,5.7
07-06-2016 22:00,07-06-2016 23:00,21,27,16.3,4.8
07-06-2016 23:00,08-06-2016 00:00,30.8,41.4,22.9,5
08-06-2016 00:00,08-06-2016 01:00,28.9,38.2,23.6,6.1
08-06-2016 01:00,08-06-2016 02:00,29.6,37.9,19,6
08-06-2016 02:00,08-06-2016 03:00,15.6,18.4,21.8,5.9
08-06-2016 03:00,08-06-2016 04:00,16,19.8,18.5,5.9
08-06-2016 04:00,08-06-2016 05:00,15.1,17.3,17.3,6
08-06-2016 05:00,08-06-2016 06:00,15.6,30.9,24.4,6.4
08-06-2016 06:00,08-06-2016 07:00,26.7,47.9,36.9,6.1
08-06-2016 07:00,08-06-2016 08:00,61.7,265.7,34.6,5
08-06-2016 08:00,08-06-2016 09:00,40.5,91.4,12.5,2.5
08-06-2016 09:00,08-06-2016 10:00,63.2,163.2,10.1,2.2
08-06-2016 10:00,08-06-2016 11:00,53,159.5,9.2,3.4
08-06-2016 11:00,08-06-2016 12:00,66.9,189.8,15.6,3.5
08-06-2016 12:00,08-06-2016 13:00,56.8,149.9,23.9,3.2
08-06-2016 13:00,08-06-2016 14:00,62.3,172,20.8,2.6
08-06-2016 14:00,08-06-2016 15:00,63.6,143.9,27.4,3.1
08-06-2016 15:00,08-06-2016 16:00,67.9,182.1,38.4,2.8
08-06-2016 16:00,08-06-2016 17:00,86.3,220.5,22.7,3
08-06-2016 17:00,08-06-2016 18:00,62.3,153.5,21.7,2.5
08-06-2016 18:00,08-06-2016 19:00,25.2,50.9,17.3,2.3
08-06-2016 19:00,08-06-2016 20:00,24.9,49.8,15.8,2.4
08-06-2016 20:00,08-06-2016 21:00,22.3,41.9,11.4,1.8
08-06-2016 21:00,08-06-2016 22:00,39.3,75.2,12.8,2.2
08-06-2016 22:00,08-06-2016 23:00,30.7,58.5,17.9,2.4
08-06-2016 23:00,09-06-2016 00:00,44.6,84,27.6,4
09-06-2016 00:00,09-06-2016 01:00,21.9,33.8,17.9,2.5
09-06-2016 01:00,09-06-2016 02:00,19.2,45.4,13.6,2.3
09-06-2016 02:00,09-06-2016 03:00,10.5,20.2,12,1.7
09-06-2016 03:00,09-06-2016 04:00,15.2,29.6,13,1.7
09-06-2016 04:00,09-06-2016 05:00,7.7,13.7,9.3,1.5
09-06-2016 05:00,09-06-2016 06:00,18.2,32.6,14,1.4
09-06-2016 06:00,09-06-2016 07:00,46.9,119.6,20.2,1.9
09-06-2016 07:00,09-06-2016 08:00,46.1,104.9,21,2.1
09-06-2016 08:00,09-06-2016 09:00,56.2,145.2,23.1,2.7
09-06-2016 09:00,09-06-2016 10:00,46.1,125.6,23.6,2.3
09-06-2016 10:00,09-06-2016 11:00,55.7,139.5,28.6,2.3
09-06-2016 11:00,09-06-2016 12:00,57.7,163.9,22.4,2.4
09-06-2016 12:00,09-06-2016 13:00,72.8,217.7,25.1,2.5
09-06-2016 13:00,09-06-2016 14:00,71.8,224,28.8,2.7
09-06-2016 14:00,09-06-2016 15:00,60.9,171,26.8,3.1
09-06-2016 15:00,09-06-2016 16:00,95.8,242.9,23.3,2.7
09-06-2016 16:00,09-06-2016 17:00,74,213.3,21.4,2.3
09-06-2016 17:00,09-06-2016 18:00,61.2,138.1,22.3,2.5
09-06-2016 18:00,09-06-2016 19:00,13.3,16.4,28.5,2.4
09-06-2016 19:00,09-06-2016 20:00,12.6,15.2,13.4,2.2
09-06-2016 20:00,09-06-2016 21:00,16.4,20.2,12.8,2.1
09-06-2016 21:00,09-06-2016 22:00,18.1,22.2,15,2.4
09-06-2016 22:00,09-06-2016 23:00,39.8,92.9,22.5,3.2
09-06-2016 23:00,10-06-2016 00:00,50.7,101,22.9,3
10-06-2016 00:00,10-06-2016 01:00,45.2,86.8,20.4,4.7
10-06-2016 01:00,10-06-2016 02:00,27.5,61,16.2,3.2
10-06-2016 02:00,10-06-2016 03:00,37.5,87.8,17.7,2.5
10-06-2016 03:00,10-06-2016 04:00,28.4,60.8,13.6,2.2
10-06-2016 04:00,10-06-2016 05:00,22.6,44.3,7.5,2.1
10-06-2016 05:00,10-06-2016 06:00,13,30.6,7.7,1.8
10-06-2016 06:00,10-06-2016 07:00,39,117.6,18.6,2.3
10-06-2016 07:00,10-06-2016 08:00,69.5,192.4,24.7,3.2
10-06-2016 08:00,10-06-2016 09:00,71.6,217.2,30.4,3.9
10-06-2016 09:00,10-06-2016 10:00,67.6,186.5,38,4.1
10-06-2016 10:00,10-06-2016 11:00,67.8,204.6,23.1,3.2
10-06-2016 11:00,10-06-2016 12:00,68.7,217.1,28.9,4.3
10-06-2016 12:00,10-06-2016 13:00,73,212.9,30.1,4.4
10-06-2016 13:00,10-06-2016 14:00,77.8,216.8,28.7,4
10-06-2016 14:00,10-06-2016 15:00,64.1,177.7,22,3.8
10-06-2016 15:00,10-06-2016 16:00,55.5,141.5,28.9,3.8
10-06-2016 16:00,10-06-2016 17:00,62.5,153.3,22.2,3
10-06-2016 17:00,10-06-2016 18:00,77.9,180.6,34.5,5
10-06-2016 18:00,10-06-2016 19:00,63.8,141,32.5,3.2
10-06-2016 19:00,10-06-2016 20:00,33.6,66.8,12.3,2.9
10-06-2016 20:00,10-06-2016 21:00,34.2,100.4,8,3.4
10-06-2016 21:00,10-06-2016 22:00,32.1,87.5,8.6,3.4
10-06-2016 22:00,10-06-2016 23:00,19.2,46.5,3.7,3.3
10-06-2016 23:00,11-06-2016 00:00,23.4,62.1,6.5,1.8
11-06-2016 00:00,11-06-2016 01:00,18.7,35.7,8.8,1.7
11-06-2016 01:00,11-06-2016 02:00,17.5,37.3,13.5,2.6
11-06-2016 02:00,11-06-2016 03:00,16.6,36.4,17.3,4.1
11-06-2016 03:00,11-06-2016 04:00,10.3,24.2,16,4.9
11-06-2016 04:00,11-06-2016 05:00,4.5,11.1,10.2,5
11-06-2016 05:00,11-06-2016 06:00,4.5,7.3,10.7,4.9
11-06-2016 06:00,11-06-2016 07:00,8.1,13.4,12.2,4.8
11-06-2016 07:00,11-06-2016 08:00,11.8,22.7,16.1,5.6
11-06-2016 08:00,11-06-2016 09:00,12.4,24.5,11.7,5.2
11-06-2016 09:00,11-06-2016 10:00,23.9,62.6,15.9,5.1
11-06-2016 10:00,11-06-2016 11:00,29.2,75.5,17.1,4.5
11-06-2016 11:00,11-06-2016 12:00,27.9,65.9,17.4,4.3
11-06-2016 12:00,11-06-2016 13:00,25.3,61.5,16.7,3.5
11-06-2016 13:00,11-06-2016 14:00,35,79.9,18.4,3.6
11-06-2016 14:00,11-06-2016 15:00,40.4,90.5,19,3.9
11-06-2016 15:00,11-06-2016 16:00,25.7,77.9,10.8,3.5
11-06-2016 16:00,11-06-2016 17:00,29.6,78.3,18.4,3.2
11-06-2016 17:00,11-06-2016 18:00,32.8,95.5,13.2,2.7
11-06-2016 18:00,11-06-2016 19:00,23.8,68.7,14,2.7
11-06-2016 19:00,11-06-2016 20:00,22.9,46.7,12.7,1.8
11-06-2016 20:00,11-06-2016 21:00,31.5,71.1,13.1,2.7
11-06-2016 21:00,11-06-2016 22:00,20.5,48.2,10.3,2.8
11-06-2016 22:00,11-06-2016 23:00,27.5,61.6,20,2
11-06-2016 23:00,12-06-2016 00:00,46.6,103.9,14.4,2.1
12-06-2016 00:00,12-06-2016 01:00,23.5,41.1,13.5,1.7
12-06-2016 01:00,12-06-2016 02:00,29.3,56.3,14.6,1.8
12-06-2016 02:00,12-06-2016 03:00,21.6,38.3,16.6,1.9
12-06-2016 03:00,12-06-2016 04:00,16.9,37.2,14.3,2
12-06-2016 04:00,12-06-2016 05:00,17.4,48.9,12.5,2
12-06-2016 05:00,12-06-2016 06:00,14.6,31.5,10.3,2.1
12-06-2016 06:00,12-06-2016 07:00,13.6,23.2,10.3,2.7
12-06-2016 07:00,12-06-2016 08:00,12.2,20.9,11.5,2.5
12-06-2016 08:00,12-06-2016 09:00,14.8,31.2,11.4,2.9
12-06-2016 09:00,12-06-2016 10:00,18,40.2,11.1,3.2
12-06-2016 10:00,12-06-2016 11:00,31.3,83.3,20.3,3.4
12-06-2016 11:00,12-06-2016 12:00,28.4,66.6,15.2,3.3
12-06-2016 12:00,12-06-2016 13:00,35.5,67.5,12.7,3
12-06-2016 13:00,12-06-2016 14:00,40.6,87.9,13.9,3.2
12-06-2016 14:00,12-06-2016 15:00,53.6,117.6,15,2.8
12-06-2016 15:00,12-06-2016 16:00,44.6,105.9,15.9,3.1
12-06-2016 16:00,12-06-2016 17:00,50.1,121.1,17.4,3.2
12-06-2016 17:00,12-06-2016 18:00,46.1,90.4,33,3.7
12-06-2016 18:00,12-06-2016 19:00,17,23.2,9.8,3.8
12-06-2016 19:00,12-06-2016 20:00,14.7,19.2,12.7,3.3
12-06-2016 20:00,12-06-2016 21:00,14.5,17,13.7,3.5
12-06-2016 21:00,12-06-2016 22:00,18.2,23.9,15.6,3.6
12-06-2016 22:00,12-06-2016 23:00,25.6,49.8,12.6,3.7
12-06-2016 23:00,13-06-2016 00:00,28.2,52.3,23.5,5
13-06-2016 00:00,13-06-2016 01:00,23.9,37.8,19.4,5.8
13-06-2016 01:00,13-06-2016 02:00,33.6,74.4,14.8,4.9
13-06-2016 02:00,13-06-2016 03:00,35.5,80.1,16,5.4
13-06-2016 03:00,13-06-2016 04:00,44.5,64,20.2,6.1
13-06-2016 04:00,13-06-2016 05:00,44.6,104.1,25.8,6.1
13-06-2016 05:00,13-06-2016 06:00,55.2,161.7,36,7.1
13-06-2016 06:00,13-06-2016 07:00,66.8,196.1,32.4,7.8
13-06-2016 07:00,13-06-2016 08:00,99.6,351.3,32.4,7
13-06-2016 08:00,13-06-2016 09:00,86.8,263,40.3,5.8
13-06-2016 09:00,13-06-2016 10:00,93.9,318,29.4,4.9
13-06-2016 10:00,13-06-2016 11:00,68.8,147.6,24.3,4.2
13-06-2016 11:00,13-06-2016 12:00,51.2,107.8,20.3,3.9
13-06-2016 12:00,13-06-2016 13:00,89.7,259.7,32.6,4.5
13-06-2016 13:00,13-06-2016 14:00,64.6,143.7,32.9,4
13-06-2016 14:00,13-06-2016 15:00,89.2,217.7,37.1,4.6
13-06-2016 15:00,13-06-2016 16:00,79.3,185.8,40.3,4.6
13-06-2016 16:00,13-06-2016 17:00,24,34.5,21.8,3.5
13-06-2016 17:00,13-06-2016 18:00,37.3,63.4,19.4,3.8
13-06-2016 18:00,13-06-2016 19:00,14.3,17,14.4,3.6
13-06-2016 19:00,13-06-2016 20:00,20,31.2,12.1,3.3
13-06-2016 20:00,13-06-2016 21:00,34.2,47.5,13.5,3.3
13-06-2016 21:00,13-06-2016 22:00,23,29.1,,2.5
13-06-2016 22:00,13-06-2016 23:00,38.6,77,,3
13-06-2016 23:00,14-06-2016 00:00,37.1,50.3,,4.1
14-06-2016 00:00,14-06-2016 01:00,41.6,101.7,,3.9
14-06-2016 01:00,14-06-2016 02:00,34.5,58,,3.1
14-06-2016 02:00,14-06-2016 03:00,28.2,42.5,,3.2
14-06-2016 03:00,14-06-2016 04:00,27.3,38,,4.2
14-06-2016 04:00,14-06-2016 05:00,44.3,76.3,,3.8
14-06-2016 05:00,14-06-2016 06:00,34.3,65.7,,4
14-06-2016 06:00,14-06-2016 07:00,60.2,129.1,,5.5
14-06-2016 07:00,14-06-2016 08:00,108.7,470.7,,6.7
14-06-2016 08:00,14-06-2016 09:00,69.6,142.5,,5.2
14-06-2016 09:00,14-06-2016 10:00,51.5,112.3,,4.1
14-06-2016 10:00,14-06-2016 11:00,35.7,78.8,,4.8
14-06-2016 11:00,14-06-2016 12:00,28.4,50.5,,4.4
14-06-2016 12:00,14-06-2016 13:00,22.3,41.7,20.2,3.1
14-06-2016 13:00,14-06-2016 14:00,21.2,31.8,23.7,3.1
14-06-2016 14:00,14-06-2016 15:00,23.9,39,24.6,4
14-06-2016 15:00,14-06-2016 16:00,45.5,79.5,34,4
14-06-2016 16:00,14-06-2016 17:00,30,51.5,25,3.8
14-06-2016 17:00,14-06-2016 18:00,24.2,33.1,17.8,3.4
14-06-2016 18:00,14-06-2016 19:00,18.2,29,11.3,3.1
14-06-2016 19:00,14-06-2016 20:00,13.9,19.8,8.5,3
14-06-2016 20:00,14-06-2016 21:00,5.8,9.3,11.2,2.9
14-06-2016 21:00,14-06-2016 22:00,12.8,24.5,11.6,3
14-06-2016 22:00,14-06-2016 23:00,10.9,12.1,15.5,3.3
14-06-2016 23:00,15-06-2016 00:00,42.8,79.6,32.6,5.1
15-06-2016 00:00,15-06-2016 01:00,41.1,68.3,23.2,4.3
15-06-2016 01:00,15-06-2016 02:00,37.7,67.5,19.6,3.9
15-06-2016 02:00,15-06-2016 03:00,25.4,41.2,17.2,4.1
15-06-2016 03:00,15-06-2016 04:00,19.5,26.7,17.9,3.5
15-06-2016 04:00,15-06-2016 05:00,20.8,34.6,20.8,4
15-06-2016 05:00,15-06-2016 06:00,30.3,48.5,26.1,4.5
15-06-2016 06:00,15-06-2016 07:00,73.2,205.7,33.1,5.5
15-06-2016 07:00,15-06-2016 08:00,78.4,204.2,36.6,5.6
15-06-2016 08:00,15-06-2016 09:00,72.9,193.1,38,5.3
15-06-2016 09:00,15-06-2016 10:00,79.6,205.8,33.2,4.8
15-06-2016 10:00,15-06-2016 11:00,37.2,60.9,34.1,4.8
15-06-2016 11:00,15-06-2016 12:00,22.6,32.9,25.8,4.5
15-06-2016 12:00,15-06-2016 13:00,21.1,35.7,29.5,4.4
15-06-2016 13:00,15-06-2016 14:00,15.6,25.4,25.4,4.7
15-06-2016 14:00,15-06-2016 15:00,15.6,20.6,64.9,4.8
15-06-2016 15:00,15-06-2016 16:00,20.9,37.4,22.4,4.9
15-06-2016 16:00,15-06-2016 17:00,17.6,23.4,22.8,5.1
15-06-2016 17:00,15-06-2016 18:00,35.9,63.5,24.3,5.5
15-06-2016 18:00,15-06-2016 19:00,67.2,124.3,24.5,5.7
15-06-2016 19:00,15-06-2016 20:00,68.7,116.4,35,5.9
15-06-2016 20:00,15-06-2016 21:00,68.2,130.4,27.4,5.9
15-06-2016 21:00,15-06-2016 22:00,49.9,69.6,36.1,6.4
15-06-2016 22:00,15-06-2016 23:00,50.9,85.5,46.2,6.7
15-06-2016 23:00,16-06-2016 00:00,45.8,88.4,41,6.6
16-06-2016 00:00,16-06-2016 01:00,38.1,64,26.7,7
16-06-2016 01:00,16-06-2016 02:00,29.7,54.4,23.9,6.7
16-06-2016 02:00,16-06-2016 03:00,36.2,60,22.2,6
16-06-2016 03:00,16-06-2016 04:00,28.6,62.1,23.5,5.9
16-06-2016 04:00,16-06-2016 05:00,27.2,47.1,24.8,6.2
16-06-2016 05:00,16-06-2016 06:00,29.2,44,25.5,6.4
16-06-2016 06:00,16-06-2016 07:00,55.4,97.1,32.4,7.2
16-06-2016 07:00,16-06-2016 08:00,77.1,186.8,26.1,7.1
16-06-2016 08:00,16-06-2016 09:00,78.9,266.6,25.8,7.3
16-06-2016 09:00,16-06-2016 10:00,90.8,210,34.9,8.3
16-06-2016 10:00,16-06-2016 11:00,80.1,197.5,22.3,9.1
16-06-2016 11:00,16-06-2016 12:00,63.5,187.1,15.5,8.6
16-06-2016 12:00,16-06-2016 13:00,50,129.3,13,6.8
16-06-2016 13:00,16-06-2016 14:00,56.4,135.4,14.5,5.5
16-06-2016 14:00,16-06-2016 15:00,79.3,224.6,16.7,4.5
16-06-2016 15:00,16-06-2016 16:00,55.9,146,14.2,3.6
16-06-2016 16:00,16-06-2016 17:00,71.8,234.3,15.4,3.8
16-06-2016 17:00,16-06-2016 18:00,75.9,219.5,19.3,5.6
16-06-2016 18:00,16-06-2016 19:00,68.2,160.7,17.4,8.2
16-06-2016 19:00,16-06-2016 20:00,76.8,176.8,20.2,10.1
16-06-2016 20:00,16-06-2016 21:00,59.3,132.7,16.3,8.8
16-06-2016 21:00,16-06-2016 22:00,70.4,167.8,14,8.8
16-06-2016 22:00,16-06-2016 23:00,55.3,99.5,13.3,8.1
16-06-2016 23:00,17-06-2016 00:00,64.2,127,12.3,10.6
17-06-2016 00:00,17-06-2016 01:00,43.9,72.3,10.4,10.5
17-06-2016 01:00,17-06-2016 02:00,47.6,86.1,8.2,7.7
17-06-2016 02:00,17-06-2016 03:00,36.4,95.6,5.4,5.5
17-06-2016 03:00,17-06-2016 04:00,28.8,54.5,3.2,2.2
17-06-2016 04:00,17-06-2016 05:00,13.2,24.6,3.5,3.6
17-06-2016 05:00,17-06-2016 06:00,19.8,29.4,5.8,6.2
17-06-2016 06:00,17-06-2016 07:00,56.2,150.2,10,6.7
17-06-2016 07:00,17-06-2016 08:00,81.1,271.8,12.3,6.3
17-06-2016 08:00,17-06-2016 09:00,78,288.5,16.1,6.9
17-06-2016 09:00,17-06-2016 10:00,87.7,315.9,45.8,9.2
17-06-2016 10:00,17-06-2016 11:00,91.6,345.5,24.4,8.3
17-06-2016 11:00,17-06-2016 12:00,103.6,329.6,17.1,8.6
17-06-2016 12:00,17-06-2016 13:00,84.5,279.2,34.7,9.2
17-06-2016 13:00,17-06-2016 14:00,101.7,285,55.8,9.1
17-06-2016 14:00,17-06-2016 15:00,72,148,42.1,7.5
17-06-2016 15:00,17-06-2016 16:00,79.5,172.8,37.5,6.6
17-06-2016 16:00,17-06-2016 17:00,72.1,164.4,26.4,5.2
17-06-2016 17:00,17-06-2016 18:00,55.5,102.2,24.3,5.7
17-06-2016 18:00,17-06-2016 19:00,73.9,201,27.6,6.5
17-06-2016 19:00,17-06-2016 20:00,48.9,88.5,28.6,7.1
17-06-2016 20:00,17-06-2016 21:00,49,102.8,26.7,10.8
17-06-2016 21:00,17-06-2016 22:00,51,85.6,26.8,12
17-06-2016 22:00,17-06-2016 23:00,41.1,69.9,25.4,13.7
17-06-2016 23:00,18-06-2016 00:00,35.5,52.4,12.5,10.5
18-06-2016 00:00,18-06-2016 01:00,21.4,37.1,20.6,11.9
18-06-2016 01:00,18-06-2016 02:00,19.3,35.4,10.1,9.3
18-06-2016 02:00,18-06-2016 03:00,9.4,33.2,4.6,5.5
18-06-2016 03:00,18-06-2016 04:00,8.5,16.2,2.7,3.9
18-06-2016 04:00,18-06-2016 05:00,6.7,13.9,2.8,2.4
18-06-2016 05:00,18-06-2016 06:00,5.8,8,2.9,1.7
18-06-2016 06:00,18-06-2016 07:00,6,9.2,4.1,1.7
18-06-2016 07:00,18-06-2016 08:00,12.5,24.6,5.4,2
18-06-2016 08:00,18-06-2016 09:00,18.6,41.5,4.8,2.3
18-06-2016 09:00,18-06-2016 10:00,13,23.4,5.8,2.2
18-06-2016 10:00,18-06-2016 11:00,38.9,89.4,6.8,2.5
18-06-2016 11:00,18-06-2016 12:00,40.5,93.1,8.5,2.8
18-06-2016 12:00,18-06-2016 13:00,48.3,100.1,10.8,4.4
18-06-2016 13:00,18-06-2016 14:00,59.8,145,11.8,4.7
18-06-2016 14:00,18-06-2016 15:00,55.7,120.5,10.9,3
18-06-2016 15:00,18-06-2016 16:00,41.4,124.5,9.4,3.6
18-06-2016 16:00,18-06-2016 17:00,49.7,145.3,7.8,3.6
18-06-2016 17:00,18-06-2016 18:00,33.9,72.9,4.6,2.4
18-06-2016 18:00,18-06-2016 19:00,35,86.4,5.2,2.2
18-06-2016 19:00,18-06-2016 20:00,37.9,105.6,4.9,2.3
18-06-2016 20:00,18-06-2016 21:00,32.9,79.4,6,2.4
18-06-2016 21:00,18-06-2016 22:00,33.6,81.2,7,2.7
18-06-2016 22:00,18-06-2016 23:00,48.1,119.8,7.8,3.4
18-06-2016 23:00,19-06-2016 00:00,34.4,62.2,6,2.9
19-06-2016 00:00,19-06-2016 01:00,47.6,130,6.4,3.2
19-06-2016 01:00,19-06-2016 02:00,29,55.4,6.6,2.6
19-06-2016 02:00,19-06-2016 03:00,28.6,54.7,9,2.7
19-06-2016 03:00,19-06-2016 04:00,31.6,69.3,9.2,3.9
19-06-2016 04:00,19-06-2016 05:00,30.7,68.8,,5.2
19-06-2016 05:00,19-06-2016 06:00,11.8,23,,5.8
19-06-2016 06:00,19-06-2016 07:00,13.2,20.1,,6.1
19-06-2016 07:00,19-06-2016 08:00,16.9,27.3,,6.8
19-06-2016 08:00,19-06-2016 09:00,17.5,34.8,,
19-06-2016 09:00,19-06-2016 10:00,36,97.2,,
19-06-2016 10:00,19-06-2016 11:00,28.3,59.6,,
19-06-2016 11:00,19-06-2016 12:00,37,72.3,,
19-06-2016 12:00,19-06-2016 13:00,46,135.6,,
19-06-2016 13:00,19-06-2016 14:00,42.3,88.9,,
19-06-2016 14:00,19-06-2016 15:00,45.7,89.4,,
19-06-2016 15:00,19-06-2016 16:00,28.7,47.3,,8.1
19-06-2016 16:00,19-06-2016 17:00,35.4,61.5,,8.5
19-06-2016 17:00,19-06-2016 18:00,54.1,125.4,22.4,7.8
19-06-2016 18:00,19-06-2016 19:00,40.2,67.8,22.4,7.7
19-06-2016 19:00,19-06-2016 20:00,62.7,127.2,27.1,8.6
19-06-2016 20:00,19-06-2016 21:00,41.9,87.5,27.2,8.6
19-06-2016 21:00,19-06-2016 22:00,54,131.4,27.6,8
19-06-2016 22:00,19-06-2016 23:00,43.1,78.6,23.4,8
19-06-2016 23:00,20-06-2016 00:00,35.7,74.3,23.3,7.8
20-06-2016 00:00,20-06-2016 01:00,24.8,40.5,22.6,7.1
20-06-2016 01:00,20-06-2016 02:00,19.7,35,24.7,7.2
20-06-2016 02:00,20-06-2016 03:00,20.3,28.3,22.9,10.1
20-06-2016 03:00,20-06-2016 04:00,21.2,33.7,23.2,8.3
20-06-2016 04:00,20-06-2016 05:00,36.2,50.2,20.3,8.3
20-06-2016 05:00,20-06-2016 06:00,37.4,82.7,27.9,8.3
20-06-2016 06:00,20-06-2016 07:00,69.4,194.4,48.4,9.6
20-06-2016 07:00,20-06-2016 08:00,99.2,376.6,46.9,9.8
20-06-2016 08:00,20-06-2016 09:00,98.3,305.2,67,9.5
20-06-2016 09:00,20-06-2016 10:00,95.3,298.4,67.3,10
20-06-2016 10:00,20-06-2016 11:00,89.2,237.7,45,7.9
20-06-2016 11:00,20-06-2016 12:00,83.6,227.1,25.3,7.3
20-06-2016 12:00,20-06-2016 13:00,84.1,210.7,39,8
20-06-2016 13:00,20-06-2016 14:00,83,184.9,28.6,7.8
20-06-2016 14:00,20-06-2016 15:00,51,104.7,32.7,6.9
20-06-2016 15:00,20-06-2016 16:00,72.3,177.6,32,7.1
20-06-2016 16:00,20-06-2016 17:00,36.3,55,23.9,6.8
20-06-2016 17:00,20-06-2016 18:00,25.4,34.8,26,7.3
20-06-2016 18:00,20-06-2016 19:00,27.5,40.5,25.3,6.8
20-06-2016 19:00,20-06-2016 20:00,28.8,45.1,20.8,5.8
20-06-2016 20:00,20-06-2016 21:00,18.9,23,15.8,5.1
20-06-2016 21:00,20-06-2016 22:00,23.1,28.9,17.3,5.5
20-06-2016 22:00,20-06-2016 23:00,22,28.7,18.9,5.7
20-06-2016 23:00,21-06-2016 00:00,17.6,21.1,25.2,6.9
21-06-2016 00:00,21-06-2016 01:00,9.4,10.3,23.7,7.5
21-06-2016 01:00,21-06-2016 02:00,11.5,16,18.8,7.7
21-06-2016 02:00,21-06-2016 03:00,4.7,4.7,15.6,7.3
21-06-2016 03:00,21-06-2016 04:00,10.8,12.6,15.7,7.2
21-06-2016 04:00,21-06-2016 05:00,7.5,8,12,6.9
21-06-2016 05:00,21-06-2016 06:00,10.6,13,12.2,7
21-06-2016 06:00,21-06-2016 07:00,35.5,55.8,23.3,7.8
21-06-2016 07:00,21-06-2016 08:00,65.2,146.5,36.1,8.3
21-06-2016 08:00,21-06-2016 09:00,54,101.8,32.9,7.5
