Start,Slut,NO2 (344),NOX as NO2 (345),PM10 (342),PM2.5 (343)
31-07-2016 13:00,31-07-2016 14:00,14.8,30.2,12.5,3.6
31-07-2016 14:00,31-07-2016 15:00,15.7,31.2,7.1,1.2
31-07-2016 15:00,31-07-2016 16:00,18.6,37.6,12.4,5.3
31-07-2016 16:00,31-07-2016 17:00,16.8,31.9,12.9,5.4
31-07-2016 17:00,31-07-2016 18:00,18.3,33.7,16.7,6.2
31-07-2016 18:00,31-07-2016 19:00,22.4,42.4,14.6,1.6
31-07-2016 19:00,31-07-2016 20:00,16.7,29,12.7,
31-07-2016 20:00,31-07-2016 21:00,21.2,34.2,11.2,5.4
31-07-2016 21:00,31-07-2016 22:00,28.9,43.5,10.3,6.3
31-07-2016 22:00,31-07-2016 23:00,15.2,19.5,8.6,4.3
31-07-2016 23:00,01-08-2016 00:00,12.1,14.2,7.5,3
01-08-2016 00:00,01-08-2016 01:00,9.1,10.8,6.7,4.4
01-08-2016 01:00,01-08-2016 02:00,9.4,12.5,8.6,3.8
01-08-2016 02:00,01-08-2016 03:00,6.9,8.9,8.7,2.8
01-08-2016 03:00,01-08-2016 04:00,5.8,7.1,7.9,3.5
01-08-2016 04:00,01-08-2016 05:00,9.5,13.5,8.2,4.2
01-08-2016 05:00,01-08-2016 06:00,16.1,26.3,13.7,4.1
01-08-2016 06:00,01-08-2016 07:00,38.4,83.1,24.3,5.3
01-08-2016 07:00,01-08-2016 08:00,38,86.2,26.2,6.5
01-08-2016 08:00,01-08-2016 09:00,33.2,77.8,23.6,3.9
01-08-2016 09:00,01-08-2016 10:00,32.8,76.3,21,1.9
01-08-2016 10:00,01-08-2016 11:00,29.1,63.8,20.1,0.1
01-08-2016 11:00,01-08-2016 12:00,35.8,83.9,18.1,0
01-08-2016 12:00,01-08-2016 13:00,37.2,83.5,18.9,6
01-08-2016 13:00,01-08-2016 14:00,32.3,73.6,23.6,0.3
01-08-2016 14:00,01-08-2016 15:00,31.4,65.6,19.2,3.2
01-08-2016 15:00,01-08-2016 16:00,38,78.8,17.8,3.6
01-08-2016 16:00,01-08-2016 17:00,26,51.5,24.3,
01-08-2016 17:00,01-08-2016 18:00,17.7,32.8,27.3,5.4
01-08-2016 18:00,01-08-2016 19:00,18.2,33.7,17.9,2.5
01-08-2016 19:00,01-08-2016 20:00,21.2,36.8,14,4
01-08-2016 20:00,01-08-2016 21:00,21.3,33.9,10.5,6.7
01-08-2016 21:00,01-08-2016 22:00,17.9,25.7,16.1,9.8
01-08-2016 22:00,01-08-2016 23:00,19.1,26.7,10,-0.4
01-08-2016 23:00,02-08-2016 00:00,13.3,19.3,8,4.8
02-08-2016 00:00,02-08-2016 01:00,12.7,16.5,11.5,4.2
02-08-2016 01:00,02-08-2016 02:00,8.5,10.1,10.3,4.3
02-08-2016 02:00,02-08-2016 03:00,5.6,7.7,10.2,5.9
02-08-2016 03:00,02-08-2016 04:00,7.6,10.4,11.4,6
02-08-2016 04:00,02-08-2016 05:00,8.2,11.8,12.6,7.2
02-08-2016 05:00,02-08-2016 06:00,12.8,22.5,17.5,6
02-08-2016 06:00,02-08-2016 07:00,20,40,17.4,6.7
02-08-2016 07:00,02-08-2016 08:00,25.2,52.6,21.4,6
02-08-2016 08:00,02-08-2016 09:00,24.5,51.7,22.7,5.9
02-08-2016 09:00,02-08-2016 10:00,20.7,44.8,18.4,6
02-08-2016 10:00,02-08-2016 11:00,27.5,61.7,26,0
02-08-2016 11:00,02-08-2016 12:00,21.4,47.8,17.5,1.3
02-08-2016 12:00,02-08-2016 13:00,23.5,49.9,16.6,3.9
02-08-2016 13:00,02-08-2016 14:00,30.7,68.6,25.6,3.5
02-08-2016 14:00,02-08-2016 15:00,29.1,63.7,15.3,4.9
02-08-2016 15:00,02-08-2016 16:00,30,63.2,18.5,7.7
02-08-2016 16:00,02-08-2016 17:00,23.7,46.2,12.5,10.2
02-08-2016 17:00,02-08-2016 18:00,22.9,45.5,20,5.3
02-08-2016 18:00,02-08-2016 19:00,21.3,38.3,17.1,5.8
02-08-2016 19:00,02-08-2016 20:00,25.4,43.7,9.9,10.1
02-08-2016 20:00,02-08-2016 21:00,25.4,42.3,14.7,10.2
02-08-2016 21:00,02-08-2016 22:00,21.8,30.3,21.4,6.2
02-08-2016 22:00,02-08-2016 23:00,15.1,18.9,14.8,5.6
02-08-2016 23:00,03-08-2016 00:00,15.7,20.4,11.3,2.7
03-08-2016 00:00,03-08-2016 01:00,11,15,10.1,1.8
03-08-2016 01:00,03-08-2016 02:00,7.3,10.7,9.7,2.2
03-08-2016 02:00,03-08-2016 03:00,11,17.6,13.7,5.9
03-08-2016 03:00,03-08-2016 04:00,11.1,18.6,11,4.6
03-08-2016 04:00,03-08-2016 05:00,7.8,10.7,9.6,6.3
03-08-2016 05:00,03-08-2016 06:00,13.1,19.5,14.9,2.9
03-08-2016 06:00,03-08-2016 07:00,30.3,65.3,21.2,7.5
03-08-2016 07:00,03-08-2016 08:00,29,64.2,20,6.9
03-08-2016 08:00,03-08-2016 09:00,24,52.1,18.8,7
03-08-2016 09:00,03-08-2016 10:00,25,57.3,19.5,5
03-08-2016 10:00,03-08-2016 11:00,28.9,65.1,18.8,2.3
03-08-2016 11:00,03-08-2016 12:00,31.5,69.6,22.2,0.8
03-08-2016 12:00,03-08-2016 13:00,34.8,73.1,20.6,3.1
03-08-2016 13:00,03-08-2016 14:00,30,61,21.6,3.9
03-08-2016 14:00,03-08-2016 15:00,33.9,68.8,23.7,6.5
03-08-2016 15:00,03-08-2016 16:00,24.3,45.5,19.7,4.2
03-08-2016 16:00,03-08-2016 17:00,21.9,40.8,18.2,8.1
03-08-2016 17:00,03-08-2016 18:00,24.6,44.9,21.3,4.8
03-08-2016 18:00,03-08-2016 19:00,31.1,56.6,25.1,3.8
03-08-2016 19:00,03-08-2016 20:00,26.9,46.6,19.9,3.2
03-08-2016 20:00,03-08-2016 21:00,26.8,41.7,23.8,6.8
03-08-2016 21:00,03-08-2016 22:00,40.8,63.6,25.5,8.9
03-08-2016 22:00,03-08-2016 23:00,36,56.5,20.2,7.1
03-08-2016 23:00,04-08-2016 00:00,29.6,44.4,16,5.5
04-08-2016 00:00,04-08-2016 01:00,22,31.7,11.2,0.9
04-08-2016 01:00,04-08-2016 02:00,16.3,22.2,13.3,10.1
04-08-2016 02:00,04-08-2016 03:00,8.8,12.7,10.1,3.5
04-08-2016 03:00,04-08-2016 04:00,16,21.6,17.1,6.3
04-08-2016 04:00,04-08-2016 05:00,7.3,10.5,9.5,3
04-08-2016 05:00,04-08-2016 06:00,12,20.7,10.2,5.3
04-08-2016 06:00,04-08-2016 07:00,42.4,87.7,15.3,9.7
04-08-2016 07:00,04-08-2016 08:00,35.1,62.2,10.2,2.8
04-08-2016 08:00,04-08-2016 09:00,23.4,49.3,9.8,2.7
04-08-2016 09:00,04-08-2016 10:00,23,47.7,14.2,4.4
04-08-2016 10:00,04-08-2016 11:00,23.4,52.9,15.8,6.3
04-08-2016 11:00,04-08-2016 12:00,23.4,53.2,25.2,1.5
04-08-2016 12:00,04-08-2016 13:00,31.6,78.4,24.8,5.5
04-08-2016 13:00,04-08-2016 14:00,31,78.9,22.4,2.1
04-08-2016 14:00,04-08-2016 15:00,42.9,127.9,14.9,4.3
04-08-2016 15:00,04-08-2016 16:00,47.3,119,22.4,4.6
04-08-2016 16:00,04-08-2016 17:00,33.5,68.1,5.5,4.8
04-08-2016 17:00,04-08-2016 18:00,21.4,37.2,33,8.6
04-08-2016 18:00,04-08-2016 19:00,28.8,49.5,11.2,6.8
04-08-2016 19:00,04-08-2016 20:00,22,38,6.8,-1
04-08-2016 20:00,04-08-2016 21:00,22.9,35.9,14.6,3.8
04-08-2016 21:00,04-08-2016 22:00,28.1,47.4,12.2,5.9
04-08-2016 22:00,04-08-2016 23:00,12.2,16.1,9.4,4.7
04-08-2016 23:00,05-08-2016 00:00,10.3,14,6.2,3.3
05-08-2016 00:00,05-08-2016 01:00,10.5,14.7,9,4.3
05-08-2016 01:00,05-08-2016 02:00,10,13.7,9.3,3.5
05-08-2016 02:00,05-08-2016 03:00,6.3,7.7,7.5,3
05-08-2016 03:00,05-08-2016 04:00,10.9,14.1,9.4,5.6
05-08-2016 04:00,05-08-2016 05:00,8.7,11.6,10.4,6.8
05-08-2016 05:00,05-08-2016 06:00,14.2,23.4,14.8,5.5
05-08-2016 06:00,05-08-2016 07:00,22.3,45.9,19.1,7.7
05-08-2016 07:00,05-08-2016 08:00,18.4,40,19.9,8.9
05-08-2016 08:00,05-08-2016 09:00,19.4,42.9,25.6,6.9
05-08-2016 09:00,05-08-2016 10:00,27.4,63.5,22.9,2.1
05-08-2016 10:00,05-08-2016 11:00,24.9,53.8,23.9,3.2
05-08-2016 11:00,05-08-2016 12:00,36.9,84.8,21.3,9.8
05-08-2016 12:00,05-08-2016 13:00,31.2,69.8,18.3,5.6
05-08-2016 13:00,05-08-2016 14:00,32.9,75.4,16.3,7.7
05-08-2016 14:00,05-08-2016 15:00,27.6,62.8,20.6,9.8
05-08-2016 15:00,05-08-2016 16:00,23.1,46.9,15.2,7.1
05-08-2016 16:00,05-08-2016 17:00,23.4,46.4,15.1,6.7
05-08-2016 17:00,05-08-2016 18:00,19.3,37.6,19.8,8.5
05-08-2016 18:00,05-08-2016 19:00,21.4,42.5,21.8,8.2
05-08-2016 19:00,05-08-2016 20:00,19.5,37.9,24.1,6.9
05-08-2016 20:00,05-08-2016 21:00,19.4,36.5,14.3,7.9
05-08-2016 21:00,05-08-2016 22:00,19,30.5,18.6,6.3
05-08-2016 22:00,05-08-2016 23:00,11.9,18.1,13.3,6.7
05-08-2016 23:00,06-08-2016 00:00,8.9,12.1,10.3,7.1
06-08-2016 00:00,06-08-2016 01:00,9.1,12.6,12.5,5.6
06-08-2016 01:00,06-08-2016 02:00,8.3,10.7,10.8,5.2
06-08-2016 02:00,06-08-2016 03:00,7.2,8.8,10.2,5.2
06-08-2016 03:00,06-08-2016 04:00,9,11,10.3,5.7
06-08-2016 04:00,06-08-2016 05:00,18.4,28,15.5,5.8
06-08-2016 05:00,06-08-2016 06:00,10.7,14.5,12.2,6.3
06-08-2016 06:00,06-08-2016 07:00,14.9,25.1,15.9,6.2
06-08-2016 07:00,06-08-2016 08:00,16,33.3,14.2,4
06-08-2016 08:00,06-08-2016 09:00,15.2,31.3,13.2,4.2
06-08-2016 09:00,06-08-2016 10:00,18.6,37.5,15.2,3
06-08-2016 10:00,06-08-2016 11:00,20.9,39.3,18.5,6.9
06-08-2016 11:00,06-08-2016 12:00,25.8,49.8,15.2,4.8
06-08-2016 12:00,06-08-2016 13:00,22.8,44.3,11.6,4.3
06-08-2016 13:00,06-08-2016 14:00,21.6,43.7,14,1.9
06-08-2016 14:00,06-08-2016 15:00,20.8,42,11.2,-0.6
06-08-2016 15:00,06-08-2016 16:00,26.6,52,14,7.4
06-08-2016 16:00,06-08-2016 17:00,24.1,47.8,13.1,7.6
06-08-2016 17:00,06-08-2016 18:00,21.7,40.1,12,2.3
06-08-2016 18:00,06-08-2016 19:00,24.6,41.5,15.1,2.6
06-08-2016 19:00,06-08-2016 20:00,21.2,33.1,11.2,8.3
06-08-2016 20:00,06-08-2016 21:00,23.5,36.2,15.6,7.3
06-08-2016 21:00,06-08-2016 22:00,22.2,31,20.7,10.5
06-08-2016 22:00,06-08-2016 23:00,16.9,20.3,15.3,8.9
06-08-2016 23:00,07-08-2016 00:00,22.2,31.5,15.2,7.8
07-08-2016 00:00,07-08-2016 01:00,18.6,27.8,14,8.1
07-08-2016 01:00,07-08-2016 02:00,13.9,21.9,14.5,6.8
07-08-2016 02:00,07-08-2016 03:00,7.2,11.1,13,6.7
07-08-2016 03:00,07-08-2016 04:00,8.5,12.9,,11.2
07-08-2016 04:00,07-08-2016 05:00,8,12.2,13.9,7.5
07-08-2016 05:00,07-08-2016 06:00,9.6,15.2,14.7,7.5
07-08-2016 06:00,07-08-2016 07:00,9.3,15.2,14.9,5.9
07-08-2016 07:00,07-08-2016 08:00,11.6,22.8,14.9,6
07-08-2016 08:00,07-08-2016 09:00,13,26,12.5,8.8
07-08-2016 09:00,07-08-2016 10:00,13.8,26.9,14.9,4.6
07-08-2016 10:00,07-08-2016 11:00,15.3,29.9,14.6,3.6
07-08-2016 11:00,07-08-2016 12:00,19.1,39.6,11.3,1.3
07-08-2016 12:00,07-08-2016 13:00,22.5,47.3,15.5,0.9
07-08-2016 13:00,07-08-2016 14:00,22.1,44.3,16,2.9
07-08-2016 14:00,07-08-2016 15:00,20.1,41.9,15.2,5.9
07-08-2016 15:00,07-08-2016 16:00,19,40.6,9.4,3.9
07-08-2016 16:00,07-08-2016 17:00,19.1,39.4,15.1,5.3
07-08-2016 17:00,07-08-2016 18:00,23.8,47.5,16.4,6.3
07-08-2016 18:00,07-08-2016 19:00,23.4,48.3,8.5,6
07-08-2016 19:00,07-08-2016 20:00,20.9,38.6,8.4,1.2
07-08-2016 20:00,07-08-2016 21:00,19.6,31.7,7.6,5.3
07-08-2016 21:00,07-08-2016 22:00,18.9,29.7,9.4,3.6
07-08-2016 22:00,07-08-2016 23:00,13.3,18.1,11.4,2.9
07-08-2016 23:00,08-08-2016 00:00,11.6,17.2,12.4,7.1
08-08-2016 00:00,08-08-2016 01:00,7.8,10.7,13,8.8
08-08-2016 01:00,08-08-2016 02:00,7.7,10.9,13.3,10
08-08-2016 02:00,08-08-2016 03:00,5,6.7,12.4,9.4
08-08-2016 03:00,08-08-2016 04:00,5.4,7.8,9.5,6.3
08-08-2016 04:00,08-08-2016 05:00,6.2,9.6,11.7,5.1
08-08-2016 05:00,08-08-2016 06:00,11.4,20.4,13.9,5.5
08-08-2016 06:00,08-08-2016 07:00,22.9,47,18.4,6.9
08-08-2016 07:00,08-08-2016 08:00,20.4,41.7,20.9,5.3
08-08-2016 08:00,08-08-2016 09:00,19.8,42.1,13.2,2.5
08-08-2016 09:00,08-08-2016 10:00,20.6,43.7,25.2,7.1
08-08-2016 10:00,08-08-2016 11:00,25.2,51.4,19.1,8.4
08-08-2016 11:00,08-08-2016 12:00,26.1,55.6,14.6,2.4
08-08-2016 12:00,08-08-2016 13:00,22.8,47.4,31.2,9.4
08-08-2016 13:00,08-08-2016 14:00,22.5,47.8,43.2,14.1
08-08-2016 14:00,08-08-2016 15:00,27.6,59.3,58.3,13
08-08-2016 15:00,08-08-2016 16:00,28.1,59.3,32.4,13.2
08-08-2016 16:00,08-08-2016 17:00,24.1,49.8,6.4,
08-08-2016 17:00,08-08-2016 18:00,20.7,43.5,15.8,4.9
08-08-2016 18:00,08-08-2016 19:00,21.4,42.6,19.6,7
08-08-2016 19:00,08-08-2016 20:00,14.9,28.5,18.3,4.8
08-08-2016 20:00,08-08-2016 21:00,11.7,20.2,16.3,3.3
08-08-2016 21:00,08-08-2016 22:00,12.5,22,16.7,6.5
08-08-2016 22:00,08-08-2016 23:00,6.7,10.7,12.7,0.5
08-08-2016 23:00,09-08-2016 00:00,5.5,8.3,12.6,3.5
09-08-2016 00:00,09-08-2016 01:00,3.4,6.5,12.1,2.3
09-08-2016 01:00,09-08-2016 02:00,2.9,4.7,14.1,3.2
09-08-2016 02:00,09-08-2016 03:00,2.3,4.2,13.4,-0.2
09-08-2016 03:00,09-08-2016 04:00,3,5.1,12.2,5.1
09-08-2016 04:00,09-08-2016 05:00,4.3,7.4,14,3.3
09-08-2016 05:00,09-08-2016 06:00,11.5,21.3,16.6,2.5
09-08-2016 06:00,09-08-2016 07:00,20.7,40,19.7,5.4
09-08-2016 07:00,09-08-2016 08:00,21,42.6,21.7,4.7
09-08-2016 08:00,09-08-2016 09:00,18.5,38.8,27.2,5.3
09-08-2016 09:00,09-08-2016 10:00,19.8,44,18.9,5.6
09-08-2016 10:00,09-08-2016 11:00,19.1,46,25.6,6.6
09-08-2016 11:00,09-08-2016 12:00,18.3,41.1,29.1,5.9
09-08-2016 12:00,09-08-2016 13:00,16.9,37.6,31.7,7.7
09-08-2016 13:00,09-08-2016 14:00,16.4,35.5,32.2,5
09-08-2016 14:00,09-08-2016 15:00,17.6,39.3,96.8,5.7
09-08-2016 15:00,09-08-2016 16:00,17.5,37.4,23.6,7.6
09-08-2016 16:00,09-08-2016 17:00,17.1,37,17.3,3.9
09-08-2016 17:00,09-08-2016 18:00,18.2,36.6,21,0.9
09-08-2016 18:00,09-08-2016 19:00,19.1,37.3,23.8,3.5
09-08-2016 19:00,09-08-2016 20:00,12.7,23.5,16.4,6
09-08-2016 20:00,09-08-2016 21:00,15.1,28.2,25.1,7.6
09-08-2016 21:00,09-08-2016 22:00,12.8,20.3,45.9,1.6
09-08-2016 22:00,09-08-2016 23:00,8.5,13.6,15.4,3.5
09-08-2016 23:00,10-08-2016 00:00,6.7,11.7,10.4,4.1
10-08-2016 00:00,10-08-2016 01:00,5,8.9,12.5,3.8
10-08-2016 01:00,10-08-2016 02:00,3.9,6.3,10.3,3.3
10-08-2016 02:00,10-08-2016 03:00,3.4,6.1,10.1,3.7
10-08-2016 03:00,10-08-2016 04:00,4,6.5,9.7,2.8
10-08-2016 04:00,10-08-2016 05:00,7.2,13.6,10.7,2.7
10-08-2016 05:00,10-08-2016 06:00,13.6,27,15.8,5.4
10-08-2016 06:00,10-08-2016 07:00,26.9,62,24.1,4.4
10-08-2016 07:00,10-08-2016 08:00,23,52.3,21.4,4.1
10-08-2016 08:00,10-08-2016 09:00,21.6,49.7,24.9,-1.7
10-08-2016 09:00,10-08-2016 10:00,19.1,45.8,20.9,3.5
10-08-2016 10:00,10-08-2016 11:00,20.2,48.9,25.5,5.4
10-08-2016 11:00,10-08-2016 12:00,23.3,61.6,29.9,5.8
10-08-2016 12:00,10-08-2016 13:00,22,53.1,23.4,6.9
10-08-2016 13:00,10-08-2016 14:00,21.8,54.4,27.4,3.6
10-08-2016 14:00,10-08-2016 15:00,23.2,52.6,27.1,6.8
10-08-2016 15:00,10-08-2016 16:00,20.7,49.7,24,5
10-08-2016 16:00,10-08-2016 17:00,16.7,37,20,5.8
10-08-2016 17:00,10-08-2016 18:00,17.6,38.2,19.8,6.1
10-08-2016 18:00,10-08-2016 19:00,23.6,49.7,27,8.1
10-08-2016 19:00,10-08-2016 20:00,20.1,41.3,18,0.4
10-08-2016 20:00,10-08-2016 21:00,21.6,40.9,24.1,3
10-08-2016 21:00,10-08-2016 22:00,21.2,39.7,15.2,5.7
10-08-2016 22:00,10-08-2016 23:00,23.9,43,13.8,4.1
10-08-2016 23:00,11-08-2016 00:00,14.6,24.7,9.9,4
11-08-2016 00:00,11-08-2016 01:00,9,15.1,8.5,4.4
11-08-2016 01:00,11-08-2016 02:00,8.7,13.1,8.2,4.6
11-08-2016 02:00,11-08-2016 03:00,7.6,11.4,8.3,4
11-08-2016 03:00,11-08-2016 04:00,5.5,10.7,6.9,2.5
11-08-2016 04:00,11-08-2016 05:00,7.3,17.8,2.8,1.5
11-08-2016 05:00,11-08-2016 06:00,16.1,42.6,6.2,0.6
11-08-2016 06:00,11-08-2016 07:00,39.3,115.4,14.3,2
11-08-2016 07:00,11-08-2016 08:00,35.3,103.7,14.6,-0.1
11-08-2016 08:00,11-08-2016 09:00,29.9,83.2,16.1,-0.3
11-08-2016 09:00,11-08-2016 10:00,30.6,91,12.1,4.5
11-08-2016 10:00,11-08-2016 11:00,27,81.4,10.6,1.8
11-08-2016 11:00,11-08-2016 12:00,30,86.2,12.1,3.9
11-08-2016 12:00,11-08-2016 13:00,31,87.7,10,5.2
11-08-2016 13:00,11-08-2016 14:00,42.1,114.9,32.6,
11-08-2016 14:00,11-08-2016 15:00,34.8,86.9,14.6,3
11-08-2016 15:00,11-08-2016 16:00,42.8,112.3,13.4,-1.1
11-08-2016 16:00,11-08-2016 17:00,36.6,91.1,23.8,6.3
11-08-2016 17:00,11-08-2016 18:00,29.5,68.6,31.1,
11-08-2016 18:00,11-08-2016 19:00,19.3,39.7,14.6,1.2
11-08-2016 19:00,11-08-2016 20:00,17.9,33.4,14.9,3
11-08-2016 20:00,11-08-2016 21:00,17.1,27.2,12.3,1.7
11-08-2016 21:00,11-08-2016 22:00,22.4,38.3,12.6,4.5
11-08-2016 22:00,11-08-2016 23:00,20.4,27.5,10.6,2.5
11-08-2016 23:00,12-08-2016 00:00,19.7,29.1,10.9,5.3
12-08-2016 00:00,12-08-2016 01:00,14.4,20.7,7.1,2.1
12-08-2016 01:00,12-08-2016 02:00,8.6,13.6,5.4,2.1
12-08-2016 02:00,12-08-2016 03:00,8.9,13.8,9.6,5.1
12-08-2016 03:00,12-08-2016 04:00,12.4,16.7,10.4,5.2
12-08-2016 04:00,12-08-2016 05:00,12.7,16.2,9.8,4.6
12-08-2016 05:00,12-08-2016 06:00,31.3,69.6,15.7,3.9
12-08-2016 06:00,12-08-2016 07:00,45.9,131,22,5.7
12-08-2016 07:00,12-08-2016 08:00,37.5,103.4,17,4.4
12-08-2016 08:00,12-08-2016 09:00,48.1,148,17.7,9
12-08-2016 09:00,12-08-2016 10:00,30.8,79.6,12.9,-0.1
12-08-2016 10:00,12-08-2016 11:00,34.5,89.1,15.7,6.4
12-08-2016 11:00,12-08-2016 12:00,27.8,65,4,2.7
12-08-2016 12:00,12-08-2016 13:00,31,71.5,14.4,2.5
12-08-2016 13:00,12-08-2016 14:00,23,47.4,14.3,-1.4
12-08-2016 14:00,12-08-2016 15:00,24.3,49.4,28.3,4.2
12-08-2016 15:00,12-08-2016 16:00,31.1,70.5,19.4,1.7
12-08-2016 16:00,12-08-2016 17:00,29,62.8,12.8,4.4
12-08-2016 17:00,12-08-2016 18:00,19.8,36.1,18.5,9.1
12-08-2016 18:00,12-08-2016 19:00,23.1,42.3,28.8,11.5
12-08-2016 19:00,12-08-2016 20:00,21.6,34.7,22,7.6
12-08-2016 20:00,12-08-2016 21:00,21.2,34.9,16,5.4
12-08-2016 21:00,12-08-2016 22:00,16.9,25.5,17.6,6.5
12-08-2016 22:00,12-08-2016 23:00,21.5,38.7,12.8,4.2
12-08-2016 23:00,13-08-2016 00:00,17.6,27.5,13.4,4.2
13-08-2016 00:00,13-08-2016 01:00,8.3,13.4,19.3,13
13-08-2016 01:00,13-08-2016 02:00,9.4,15.2,9.9,7.5
13-08-2016 02:00,13-08-2016 03:00,5.1,7.8,8.3,4.1
13-08-2016 03:00,13-08-2016 04:00,5.6,9,7.9,5.5
13-08-2016 04:00,13-08-2016 05:00,5.4,9.1,7,5.2
13-08-2016 05:00,13-08-2016 06:00,5.4,10.5,8.2,4.3
13-08-2016 06:00,13-08-2016 07:00,6.8,15.1,7.3,1.6
13-08-2016 07:00,13-08-2016 08:00,6.8,14.4,11.3,2.8
13-08-2016 08:00,13-08-2016 09:00,9.8,21.1,6.3,-0.4
13-08-2016 09:00,13-08-2016 10:00,12.7,26,15,3
13-08-2016 10:00,13-08-2016 11:00,13.3,29.2,11.8,4.7
13-08-2016 11:00,13-08-2016 12:00,13.5,30.8,15.8,0.9
13-08-2016 12:00,13-08-2016 13:00,16.7,36.7,14.9,3.9
13-08-2016 13:00,13-08-2016 14:00,17,39.5,12.8,1.5
13-08-2016 14:00,13-08-2016 15:00,17.3,38.6,9.7,-1.3
13-08-2016 15:00,13-08-2016 16:00,17.6,37.7,10.5,0.1
13-08-2016 16:00,13-08-2016 17:00,17.4,34.8,11.2,
13-08-2016 17:00,13-08-2016 18:00,21,40,9.4,0.8
13-08-2016 18:00,13-08-2016 19:00,24.7,42.9,18.1,4.3
13-08-2016 19:00,13-08-2016 20:00,23,34.8,14,2.6
13-08-2016 20:00,13-08-2016 21:00,17.5,25.4,14.6,5.9
13-08-2016 21:00,13-08-2016 22:00,25.5,34.9,14.8,4.3
13-08-2016 22:00,13-08-2016 23:00,17.9,26.1,17.4,5.8
13-08-2016 23:00,14-08-2016 00:00,10.8,14.3,15.3,3.3
14-08-2016 00:00,14-08-2016 01:00,10.3,14.8,12.2,2.5
14-08-2016 01:00,14-08-2016 02:00,9.6,14.6,12.1,3.3
14-08-2016 02:00,14-08-2016 03:00,6,9.2,9.5,3.3
14-08-2016 03:00,14-08-2016 04:00,4.7,7.3,8.5,3.4
14-08-2016 04:00,14-08-2016 05:00,5.4,9,8.9,3.2
14-08-2016 05:00,14-08-2016 06:00,5.7,9.9,10.4,4.2
14-08-2016 06:00,14-08-2016 07:00,8.2,15.2,9.2,7
14-08-2016 07:00,14-08-2016 08:00,11.1,23.8,4.5,2.2
14-08-2016 08:00,14-08-2016 09:00,8.1,18.8,7.9,-0.3
14-08-2016 09:00,14-08-2016 10:00,8.9,20.6,7.7,-3
14-08-2016 10:00,14-08-2016 11:00,15.2,33.3,9.1,6
14-08-2016 11:00,14-08-2016 12:00,16.6,40,7.6,1.1
14-08-2016 12:00,14-08-2016 13:00,19.8,46.6,39.3,4.5
14-08-2016 13:00,14-08-2016 14:00,21.6,49.2,4.7,
14-08-2016 14:00,14-08-2016 15:00,25.2,56.9,10.2,1.7
14-08-2016 15:00,14-08-2016 16:00,21.7,46.8,9.5,5.7
14-08-2016 16:00,14-08-2016 17:00,20.4,46.1,12.2,0.4
14-08-2016 17:00,14-08-2016 18:00,24.9,53.7,7.7,2.1
14-08-2016 18:00,14-08-2016 19:00,28.4,64.3,12.3,1.3
14-08-2016 19:00,14-08-2016 20:00,27,53.2,15.3,3.1
14-08-2016 20:00,14-08-2016 21:00,27.2,48.6,15.2,3.4
14-08-2016 21:00,14-08-2016 22:00,24.1,40.8,12.1,7.9
14-08-2016 22:00,14-08-2016 23:00,19.3,34.2,11.4,3.2
14-08-2016 23:00,15-08-2016 00:00,12.5,22.8,11,4.8
15-08-2016 00:00,15-08-2016 01:00,7.1,12.7,5.7,0.2
15-08-2016 01:00,15-08-2016 02:00,5.4,10.5,6,2.1
15-08-2016 02:00,15-08-2016 03:00,6.7,11.3,9.7,4.3
15-08-2016 03:00,15-08-2016 04:00,6.5,11.7,5.9,2.6
15-08-2016 04:00,15-08-2016 05:00,8.1,17.2,7.5,1.7
15-08-2016 05:00,15-08-2016 06:00,20.3,50.9,14.6,3.3
15-08-2016 06:00,15-08-2016 07:00,40.3,118.5,25.3,4.3
15-08-2016 07:00,15-08-2016 08:00,30.4,92.8,19.4,4.3
15-08-2016 08:00,15-08-2016 09:00,27.8,95.5,10,5.9
15-08-2016 09:00,15-08-2016 10:00,23.2,70,17.1,7.7
15-08-2016 10:00,15-08-2016 11:00,24.6,71.6,20.8,8.1
15-08-2016 11:00,15-08-2016 12:00,25.9,77,18.2,7.4
15-08-2016 12:00,15-08-2016 13:00,23,71.4,22.9,6.9
15-08-2016 13:00,15-08-2016 14:00,23.4,70.4,23.3,4.2
15-08-2016 14:00,15-08-2016 15:00,24.2,68.7,16.3,1.4
15-08-2016 15:00,15-08-2016 16:00,24.9,67.3,15.3,4.5
15-08-2016 16:00,15-08-2016 17:00,20.1,51.5,11.8,0.2
15-08-2016 17:00,15-08-2016 18:00,17.5,44.4,16.8,3.8
15-08-2016 18:00,15-08-2016 19:00,16.8,41,15.2,5.5
15-08-2016 19:00,15-08-2016 20:00,15.7,37.8,11.2,5.2
15-08-2016 20:00,15-08-2016 21:00,14.1,32.4,10.5,3.3
15-08-2016 21:00,15-08-2016 22:00,12.7,25.3,11.9,2.8
15-08-2016 22:00,15-08-2016 23:00,14.6,32.4,9.1,4
15-08-2016 23:00,16-08-2016 00:00,9,18.8,7.8,2.7
16-08-2016 00:00,16-08-2016 01:00,6.6,13.3,7.8,4.8
16-08-2016 01:00,16-08-2016 02:00,5.2,9.9,7.1,3.3
16-08-2016 02:00,16-08-2016 03:00,4.1,8.5,9.1,3.3
16-08-2016 03:00,16-08-2016 04:00,4.4,9.9,9.3,5
